Ürün Adı,Fiyat,Ekran Boyutu,Bellek (RAM),İşlemci Modeli,Teknik Puan,Link
Lenovo ThinkPad P15 20ST000FTX07,39234.05,15.6 İnç,128 GB,Intel Core i7-10850H,73.0,https://www.epey.com/laptop/lenovo-thinkpad-p15-20st000ftx07.html
Monster Tulpar T5 V21.7,19994.07,15.6 İnç,16 GB,Intel Core i7-11800H,73.0,https://www.epey.com/laptop/monster-tulpar-t5-v21-7.html
Monster Tulpar T7 V21.8,21947.07,17.3 İnç,16 GB,Intel Core i7-11800H,73.0,https://www.epey.com/laptop/monster-tulpar-t7-v21-8.html
Monster Tulpar T5 V21.6.1,18946.3,15.6 İnç,16 GB,Intel Core i7-11800H,73.0,https://www.epey.com/laptop/monster-tulpar-t5-v21-6-1.html
Monster Tulpar T7 V21.7.1,19702.3,17.3 İnç,16 GB,Intel Core i7-11800H,73.0,https://www.epey.com/laptop/monster-tulpar-t7-v21-7-1.html
Lenovo ThinkPad P15 20ST000FTX06,38379.05,15.6 İnç,128 GB,Intel Core i7-10850H,72.0,https://www.epey.com/laptop/lenovo-thinkpad-p15-20st000ftx06.html
Casper Excalibur G900.1180-B680X-B,23264.01,15.6 İnç,16 GB,Intel Core i7-11800H,72.0,https://www.epey.com/laptop/casper-excalibur-g900-1180-b680x-b.html
MSI Creator M16 A11UD-665TR,18999.05,16.0 İnç,16 GB,Intel Core i7-11800H,72.0,https://www.epey.com/laptop/msi-creator-m16-a11ud-665tr.html
Casper Excalibur G900.1180-EQ60R-B,20599.0,15.6 İnç,64 GB,Intel Core i7-11800H,72.0,https://www.epey.com/laptop/casper-excalibur-g900-1180-eq60r-b.html
Asus ROG Strix G15 G513QM-HN347T,22062.0,15.6 İnç,16 GB,AMD Ryzen 9 5900HX,72.0,https://www.epey.com/laptop/asus-rog-strix-g15-g513qm-hn347t.html
Asus ROG Strix G15 G513QM-HQ358T,23088.0,15.6 İnç,16 GB,AMD Ryzen 9 5900HX,72.0,https://www.epey.com/laptop/asus-rog-strix-g15-g513qm-hq358t.html
Casper Excalibur G770.1180-D6L0X-B,13112.07,15.6 İnç,32 GB,Intel Core i7-11800H,72.0,https://www.epey.com/laptop/casper-excalibur-g770-1180-d6l0x-b.html
MSI GS66 Stealth 11UG-244TR,28499.05,15.6 İnç,32 GB,Intel Core i7-11800H,72.0,https://www.epey.com/laptop/msi-gs66-stealth-11ug-244tr.html
HP OMEN 17-ck0005nt (4G8L0EA),18580.47,17.3 İnç,16 GB,Intel Core i7-11800H,72.0,https://www.epey.com/laptop/hp-omen-17-ck0005nt-4g8l0ea.html
MSI GP66 Leopard 11UH-406XTR,31684.99,15.6 İnç,32 GB,Intel Core i7-11800H,72.0,https://www.epey.com/laptop/msi-gp66-leopard-11uh-406xtr.html
Casper Excalibur G900.1180-BQ70X-B,17669.07,15.6 İnç,16 GB,Intel Core i7-11800H,72.0,https://www.epey.com/laptop/casper-excalibur-g900-1180-bq70x-b.html
MSI Alpha 15 B5EEK-007XTR,18934.0,15.6 İnç,16 GB,AMD Ryzen 7 5800H,72.0,https://www.epey.com/laptop/msi-alpha-15-b5eek-007xtr.html
MSI GT83 Titan 8RG-018TR (SLI),41000.47,18.4 İnç,32 GB,Intel Core i7-8850H,71.0,https://www.epey.com/laptop/msi-gt83-8rg-018tr-sli.html
Lenovo Legion 5 Pro 82JD002ATX,21999.0,16.0 İnç,16 GB,Intel Core i7-11800H,71.0,https://www.epey.com/laptop/lenovo-legion-5-pro-82jd002atx.html
Monster Tulpar T5 V21.6,17483.07,15.6 İnç,16 GB,Intel Core i7-11800H,71.0,https://www.epey.com/laptop/monster-tulpar-t5-v21-6.html
Monster Tulpar T7 V21.7,18227.07,17.3 İnç,16 GB,Intel Core i7-11800H,71.0,https://www.epey.com/laptop/monster-tulpar-t7-v21-7.html
Lenovo Mobile WS P73 20QR002WTX,43784.7,17.3 İnç,32 GB,Intel Core i9-9880H,71.0,https://www.epey.com/laptop/lenovo-mobile-ws-p73-20qr002wtx.html
MSI GP76 LEOPARD 11UG-205XTR,24551.07,17.3 İnç,16 GB,Intel Core i7-11800H,71.0,https://www.epey.com/laptop/msi-gp76-leopard-11ug-205xtr.html
MSI Creator M16 A11UC-666TR,17099.99,16.0 İnç,16 GB,Intel Core i7-11800H,71.0,https://www.epey.com/laptop/msi-creator-m16-a11uc-666tr.html
HP ZBook Fury 15 G7 (2C9W3EA),75416.25,15.6 İnç,32 GB,Intel Xeon W-10885M,70.0,https://www.epey.com/laptop/hp-zbook-fury-15-g7-2c9w3ea.html
MSI GP66 Leopard 11UG-046XTR,22997.04,15.6 İnç,16 GB,Intel Core i7-11800H,70.0,https://www.epey.com/laptop/msi-gp66-leopard-11ug-046xtr.html
Lenovo ThinkPad T15g 20UR002UTX,44079.05,15.6 İnç,32 GB,Intel Core i9-10885H,70.0,https://www.epey.com/laptop/lenovo-thinkpad-t15g-20ur002utx.html
Monster Tulpar T7 V25.1.1,18844.99,17.3 İnç,16 GB,Intel Core i7-11800H,70.0,https://www.epey.com/laptop/monster-tulpar-t7-v25-1-1.html
MSI Alpha 17 B5EEK-005XTR,18704.0,17.3 İnç,16 GB,AMD Ryzen 7 5800H,70.0,https://www.epey.com/laptop/msi-alpha-17-b5eek-005xtr.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
MSI Summit E15 A11SCST-416TR,25843.8,15.6 İnç,64 GB,Intel Core i7-1185G7,66.0,https://www.epey.com/laptop/msi-summit-e15-a11scst-416tr.html
Dell G15 Gaming 5511 SIF15TGLH22012801P06,20324.04,15.6 İnç,64 GB,Intel Core i7-11800H,66.0,https://www.epey.com/laptop/dell-g15-gaming-5511-sif15tglh22012801p06.html
Lenovo ThinkPad P1 (3) 20TH0019TX,33154.06,15.6 İnç,32 GB,Intel Core i9-10885H,66.0,https://www.epey.com/laptop/lenovo-thinkpad-p1-3-20th0019tx.html
Asus ROG Strix G15 G513IE-HN046T,16623.0,15.6 İnç,16 GB,AMD Ryzen 7 4800H,65.0,https://www.epey.com/laptop/asus-rog-strix-g15-g513ie-hn046t.html
HP Pavilion Gaming 15-ec2044nt (4H0W3EA),12247.0,15.6 İnç,16 GB,AMD Ryzen 5 5600H,65.0,https://www.epey.com/laptop/hp-pavilion-gaming-15-ec2044nt-4h0w3ea.html
MSI Katana GF76 11UC-058XTR,16674.9,17.3 İnç,16 GB,Intel Core i7-11800H,65.0,https://www.epey.com/laptop/msi-katana-gf76-11uc-058xtr.html
Asus ROG Strix G17 G713IE-HX001T,18778.0,17.3 İnç,16 GB,AMD Ryzen 7 4800H,65.0,https://www.epey.com/laptop/asus-rog-strix-g17-g713ie-hx001t.html
Casper Excalibur G770.1180-DVL0X-B,13799.0,15.6 İnç,32 GB,Intel Core i7-11800H,65.0,https://www.epey.com/laptop/casper-excalibur-g770-1180-dvl0x-b.html
MSI GP76 LEOPARD 10UE-230XTR,21825.0,17.3 İnç,32 GB,Intel Core i7-10870H,65.0,https://www.epey.com/laptop/msi-gp76-leopard-10ue-230xtr.html
MSI GP76 LEOPARD 10UE-663XTR,23753.0,17.3 İnç,32 GB,Intel Core i7-10870H,65.0,https://www.epey.com/laptop/msi-gp76-leopard-10ue-663xtr.html
Lenovo ThinkPad P15 20ST000FTX09,35434.05,15.6 İnç,32 GB,Intel Core i7-10850H,65.0,https://www.epey.com/laptop/lenovo-thinkpad-p15-20st000ftx09.html
HP OMEN 15-ek1011nt (4H0H9EA),18511.84,15.6 İnç,16 GB,Intel Core i7-10870H,65.0,https://www.epey.com/laptop/hp-omen-15-ek1011nt-4h0h9ea.html
MSI GP76 LEOPARD 10UE-228TR,21760.96,17.3 İnç,16 GB,Intel Core i7-10870H,65.0,https://www.epey.com/laptop/msi-gp76-leopard-10ue-228tr.html
Casper Excalibur G770.1140-D6L0X-B,12479.04,15.6 İnç,32 GB,Intel Core i5-11400H,65.0,https://www.epey.com/laptop/casper-excalibur-g770-1140-d6l0x-b.html
Lenovo ThinkPad T15g 20UR003FTX,30091.76,15.6 İnç,32 GB,Intel Core i7-10750H,65.0,https://www.epey.com/laptop/lenovo-thinkpad-t15g-20ur003ftx.html
Lenovo ThinkPad P15 20ST000FTX02,34531.55,15.6 İnç,32 GB,Intel Core i7-10850H,65.0,https://www.epey.com/laptop/lenovo-thinkpad-p15-20st000ftx02.html
Dell G15 Gaming 5511 SIF15TGLH22012801P10,21236.04,15.6 İnç,32 GB,Intel Core i7-11800H,65.0,https://www.epey.com/laptop/dell-g15-gaming-5511-sif15tglh22012801p10.html
Game Garaj Slayer 7XL-1650,11375.99,17.3 İnç,16 GB,Intel Core i7-11800H,64.0,https://www.epey.com/laptop/game-garaj-slayer-7xl-1650.html
MSI WF66 11UJ-867TR,24414.05,15.6 İnç,16 GB,Intel Core i7-11800H,64.0,https://www.epey.com/laptop/msi-wf66-11uj-867tr.html
Lenovo ThinkPad P15 20ST000FTX01,33914.05,15.6 İnç,32 GB,Intel Core i7-10850H,64.0,https://www.epey.com/laptop/lenovo-thinkpad-p15-20st000ftx01.html
"Lenovo Legion 5 (17.3"") 81Y8009MTX",18999.0,17.3 İnç,16 GB,Intel Core i7-10750H,64.0,https://www.epey.com/laptop/lenovo-legion-5-17-3-81y8009mtx.html
Asus ROG Strix G15 G513IC-HN029T,14879.0,15.6 İnç,16 GB,AMD Ryzen 7 4800H,64.0,https://www.epey.com/laptop/asus-rog-strix-g15-g513ic-hn029t.html
Lenovo ThinkPad P1 (2) 20QT003CTX,33561.96,15.6 İnç,16 GB,Intel Core i7-9850H,64.0,https://www.epey.com/laptop/lenovo-thinkpad-p1-2-20qt003ctx.html
Asus ROG Strix G17 G713IE-HX002,13112.07,17.3 İnç,16 GB,AMD Ryzen 7 4800H,64.0,https://www.epey.com/laptop/asus-rog-strix-g17-g713ie-hx002.html
Lenovo ThinkPad T15g 20UR002XTX,27234.42,15.6 İnç,32 GB,Intel Core i7-10750H,64.0,https://www.epey.com/laptop/lenovo-thinkpad-t15g-20ur002xtx.html
Casper Excalibur G770.1180-DFL0X-B,13205.07,15.6 İnç,32 GB,Intel Core i7-11800H,64.0,https://www.epey.com/laptop/casper-excalibur-g770-1180-dfl0x-b.html
HP Pavilion Gaming 16-a0025nt (3Y636EA),16230.0,16.1 İnç,16 GB,Intel Core i7-10870H,64.0,https://www.epey.com/laptop/hp-pavilion-gaming-16-a0025nt-3y636ea.html
Lenovo ThinkPad P15 20ST000FTX,33059.05,15.6 İnç,32 GB,Intel Core i7-10850H,64.0,https://www.epey.com/laptop/lenovo-thinkpad-p15-20st000ftx.html
Monster Abra A5 V18.1.3,12614.8,15.6 İnç,16 GB,Intel Core i7-11800H,64.0,https://www.epey.com/laptop/monster-abra-a5-v18-1-3.html
Casper Excalibur G770.1180-BVL0X-B,11996.07,15.6 İnç,16 GB,Intel Core i7-11800H,64.0,https://www.epey.com/laptop/casper-excalibur-g770-1180-bvl0x-b.html
Casper Excalibur G900.1075-D680A,17549.02,15.6 İnç,32 GB,Intel Core i7-10750H,64.0,https://www.epey.com/laptop/casper-excalibur-g900-1075-d680a.html
Gigabyte AERO 17 KC,22616.67,17.3 İnç,16 GB,Intel Core i7-10870H,64.0,https://www.epey.com/laptop/gigabyte-aero-17-kc.html
Lenovo IdeaPad Gaming 3 82EY00MFTX,11114.02,15.6 İnç,16 GB,AMD Ryzen 7 4800H,64.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-82ey00mftx.html
Asus ROG Strix G17 G713IE-HX021,13555.0,17.3 İnç,16 GB,AMD Ryzen 7 4800H,64.0,https://www.epey.com/laptop/asus-rog-strix-g17-g713ie-hx021.html
Dell G5 15 SE 6S80W165C,14789.78,15.6 İnç,16 GB,AMD Ryzen 7 4800H,64.0,https://www.epey.com/laptop/dell-g5-15-se-6s80w165c.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
Casper Excalibur G770.1140-BVL0X-B,11799.0,15.6 İnç,16 GB,Intel Core i5-11400H,64.0,https://www.epey.com/laptop/casper-excalibur-g770-1140-bvl0x-b.html
Lenovo Legion 7 81YT006HTX,29999.0,15.6 İnç,32 GB,Intel Core i7-10750H,64.0,https://www.epey.com/laptop/lenovo-legion-7-81yt006htx.html
Dell G15 5510 Ryzen Edition SIF15CEZH22012101P05,16772.04,15.6 İnç,32 GB,AMD Ryzen 7 5800H,64.0,https://www.epey.com/laptop/dell-g15-5510-ryzen-edition-sif15cezh22012101p05.html
Lenovo ThinkPad X1 Extreme 20TK000DTX,29525.06,15.6 İnç,16 GB,Intel Core i7-10750H,63.0,https://www.epey.com/laptop/lenovo-thinkpad-x1-extreme-20tk000dtx.html
Dell G15 Gaming 5511 SIF15TGLH22012801P05,19460.03,15.6 İnç,32 GB,Intel Core i7-11800H,63.0,https://www.epey.com/laptop/dell-g15-gaming-5511-sif15tglh22012801p05.html
HP Pavilion Gaming 16-a0026nt (3Y637EA),14090.99,16.1 İnç,16 GB,Intel Core i7-10870H,63.0,https://www.epey.com/laptop/hp-pavilion-gaming-16-a0026nt-3y637ea.html
MSI GL65 Leopard 10SDR-492,14469.87,15.6 İnç,16 GB,Intel Core i7-10750H,63.0,https://www.epey.com/laptop/msi-gl65-leopard-10sdr-492.html
Dell G15 Gaming 5511 SIF15TGLH22012801P09,20068.47,15.6 İnç,16 GB,Intel Core i7-11800H,63.0,https://www.epey.com/laptop/dell-g15-gaming-5511-sif15tglh22012801p09.html
Dell Precision 7550 TKNM7550RKS5M11,44744.05,15.6 İnç,64 GB,Intel Xeon W-10855M,63.0,https://www.epey.com/laptop/dell-precision-7550-tknm7550rks5m11.html
MSI Summit E16 Flip A11UCT-041TR,29474.0,16.0 İnç,32 GB,Intel Core i7-1195G7,63.0,https://www.epey.com/laptop/msi-summit-e16-flip-a11uct-041tr.html
Dell G15 5510 Ryzen Edition SIF15CEZH22012101P04,15956.03,15.6 İnç,32 GB,AMD Ryzen 7 5800H,63.0,https://www.epey.com/laptop/dell-g15-5510-ryzen-edition-sif15cezh22012101p04.html
"Lenovo Legion 5 (17.3"") 81Y8009PTX",16399.75,17.3 İnç,16 GB,Intel Core i7-10750H,63.0,https://www.epey.com/laptop/lenovo-legion-5-17-3-81y8009ptx.html
Dell G15 Gaming 5511 SIF15TGLH22012801P04,19028.04,15.6 İnç,32 GB,Intel Core i7-11800H,63.0,https://www.epey.com/laptop/dell-g15-gaming-5511-sif15tglh22012801p04.html
Lenovo ThinkPad P17 20SN0033TX,32964.05,17.3 İnç,32 GB,Intel Core i7-10750H,63.0,https://www.epey.com/laptop/lenovo-thinkpad-p17-20sn0033tx.html
Dell G15 Gaming 5511 SIF15TGLH22012801P03,18644.05,15.6 İnç,32 GB,Intel Core i7-11800H,63.0,https://www.epey.com/laptop/dell-g15-gaming-5511-sif15tglh22012801p03.html
Dell Precision 7550 TKNM7550RKS5M10,43936.55,15.6 İnç,64 GB,Intel Xeon W-10855M,63.0,https://www.epey.com/laptop/dell-precision-7550-tknm7550rks5m10.html
Asus ROG Strix G17 G713IC-HX038,12999.0,17.3 İnç,16 GB,AMD Ryzen 7 4800H,63.0,https://www.epey.com/laptop/asus-rog-strix-g17-g713ic-hx038.html
MSI GL65 Leopard 10SDR-492A11,18163.05,15.6 İnç,64 GB,Intel Core i7-10750H,63.0,https://www.epey.com/laptop/msi-gl65-leopard-10sdr-492a11.html
MSI GS66 Stealth 10SF-065TR,19884.99,15.6 İnç,32 GB,Intel Core i7-10750H,63.0,https://www.epey.com/laptop/msi-gs66-10sf-065tr.html
MSI Creator 15 A10SDT-491TR,16738.14,15.6 İnç,16 GB,Intel Core i7-10750H,63.0,https://www.epey.com/laptop/msi-creator-15-a10sdt-491tr.html
Lenovo ThinkPad P15 20ST003MTX,29249.02,15.6 İnç,32 GB,Intel Core i7-10750H,63.0,https://www.epey.com/laptop/lenovo-thinkpad-p15-20st003mtx.html
"Lenovo Legion 5 (15.6"") 81Y600NPTX",16724.99,15.6 İnç,16 GB,Intel Core i7-10750H,63.0,https://www.epey.com/laptop/lenovo-legion-5-15-6-81y600nptx.html
Monster Abra A7 V13.2.3,12534.38,17.3 İnç,16 GB,Intel Core i5-11400H,63.0,https://www.epey.com/laptop/monster-abra-a7-v13-2-3.html
Lenovo IdeaPad Gaming 3 82EY00MJTX,10866.9,15.6 İnç,16 GB,AMD Ryzen 7 4800H,62.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-82ey00mjtx.html
Dell Precision 7550 TKNM7550RKS5M09,43034.05,15.6 İnç,64 GB,Intel Xeon W-10855M,62.0,https://www.epey.com/laptop/dell-precision-7550-tknm7550rks5m09.html
Dell XPS 15-9500 XPS159500CMLH1600,30208.8,15.6 İnç,16 GB,Intel Core i7-10750H,62.0,https://www.epey.com/laptop/dell-xps-15-9500-xps159500cmlh1600.html
Dell Precision 7550 XCTOP7550EMEA_VI3,31240.79,15.6 İnç,16 GB,Intel Xeon W-10885M,62.0,https://www.epey.com/laptop/dell-precision-m7550-xctop7550emea-vi3.html
Monster Abra A5 V17.1.1,11575.3,15.6 İnç,16 GB,Intel Core i5-11400H,62.0,https://www.epey.com/laptop/monster-abra-a5-v17-1-1.html
"Lenovo Legion 5 (15.6"") 81Y600JDTX",14899.0,15.6 İnç,16 GB,Intel Core i7-10750H,62.0,https://www.epey.com/laptop/lenovo-legion-5-81y600jdtx.html
"Lenovo Legion 5 (15.6"") 81Y600NQTX",14175.99,15.6 İnç,16 GB,Intel Core i7-10750H,62.0,https://www.epey.com/laptop/lenovo-legion-5-15-6-81y600nqtx.html
MSI GL65 Leopard 10SDR-492A10,17441.06,15.6 İnç,64 GB,Intel Core i7-10750H,62.0,https://www.epey.com/laptop/msi-gl65-leopard-10sdr-492a10.html
Casper Excalibur G770.1140-B6J0X,11599.0,15.6 İnç,16 GB,Intel Core i5-11400H,62.0,https://www.epey.com/laptop/casper-excalibur-g770-1140-b6j0x.html
HP ZBook Studio G8 (4F8H1EA ),31444.0,15.6 İnç,32 GB,Intel Core i7-11850H,62.0,https://www.epey.com/laptop/hp-zbook-studio-g8-4f8h1ea.html
Dell Precision 7550 TKNM7550RKS5M08,42226.55,15.6 İnç,64 GB,Intel Xeon W-10855M,62.0,https://www.epey.com/laptop/dell-precision-7550-tknm7550rks5m08.html
Dell G15 Gaming 5511 SIF15TGLH22012801P,18347.97,15.6 İnç,16 GB,Intel Core i7-11800H,62.0,https://www.epey.com/laptop/dell-g15-gaming-5511-sif15tglh22012801p.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
Gigabyte AORUS 15P KD,23453.67,15.6 İnç,16 GB,Intel Core i7-11800H,70.0,https://www.epey.com/laptop/gigabyte-aorus-15p-kd.html
Lenovo ThinkPad P53 20QN003KTX,45694.06,15.6 İnç,32 GB,Intel Core i9-9880H,70.0,https://www.epey.com/laptop/lenovo-thinkpad-p53-20qn003ktx.html
Monster Tulpar T7 V20.4.1,17528.8,17.3 İnç,16 GB,Intel Core i7-11800H,70.0,https://www.epey.com/laptop/monster-tulpar-t7-v20-4-1.html
Asus ROG Zephyrus G14 GA401QM-K2023T,30374.0,14.0 İnç,32 GB,AMD Ryzen 9 5900HS,70.0,https://www.epey.com/laptop/asus-rog-zephyrus-g14-ga401qm-k2023t.html
MSI PULSE GL66 11UEK-048TR,18687.06,15.6 İnç,16 GB,Intel Core i7-11800H,70.0,https://www.epey.com/laptop/msi-pulse-gl66-11uek-048tr.html
Casper Excalibur G900.1180-BV60X-B,14274.57,15.6 İnç,16 GB,Intel Core i7-11800H,70.0,https://www.epey.com/laptop/casper-excalibur-g900-1180-bv60x-b.html
Dell G15 Gaming 5510 6BR7W165C,15349.0,15.6 İnç,16 GB,AMD Ryzen 7 5800H,70.0,https://www.epey.com/laptop/dell-g15-gaming-5510-6br7w165c.html
Lenovo ThinkPad X1 Extreme 20TK000NTX,40599.0,15.6 İnç,32 GB,Intel Core i9-10885H,70.0,https://www.epey.com/laptop/lenovo-thinkpad-x1-extreme-20tk000ntx.html
Game Garaj Slayer 7-3060 C3,15517.49,15.6 İnç,32 GB,Intel Core i7-11800H,70.0,https://www.epey.com/laptop/game-garaj-slayer-7-3060-c3.html
MSI PULSE GL76 11UDK-220TR,18480.5,17.3 İnç,32 GB,Intel Core i7-11800H,69.0,https://www.epey.com/laptop/msi-pulse-gl76-11udk-220tr.html
HP Pavilion Gaming 15-ec2041nt (4H0W2EA),12398.99,15.6 İnç,16 GB,AMD Ryzen 7 5800H,69.0,https://www.epey.com/laptop/hp-pavilion-gaming-15-ec2041nt-4h0w2ea.html
HP ENVY 15-ep1005nt (4G6C5EA),16120.06,15.6 İnç,16 GB,Intel Core i7-11800H,69.0,https://www.epey.com/laptop/hp-envy-15-ep1005nt-4g6c5ea.html
Asus ROG Strix G15 G513QM-HN086,17204.07,15.6 İnç,16 GB,AMD Ryzen 7 5800H,69.0,https://www.epey.com/laptop/asus-rog-strix-g15-g513qm-hn086.html
MSI PULSE GL76 11UEK-039XTR,24349.65,17.3 İnç,16 GB,Intel Core i7-11800H,69.0,https://www.epey.com/laptop/msi-pulse-gl76-11uek-039xtr.html
Casper Excalibur G911.1180-DQ60A-C,22499.0,16.0 İnç,32 GB,Intel Core i7-11800H,69.0,https://www.epey.com/laptop/casper-excalibur-g911-1180-dq60a-c.html
MSI Creator 15 A10UET-211TR,18429.99,15.6 İnç,16 GB,Intel Core i7-10870H,69.0,https://www.epey.com/laptop/msi-creator-15-a10uet-211tr.html
Dell XPS 17-9710 XPS179710CMLH1600P,32035.65,17.0 İnç,32 GB,Intel Core i7-11800H,69.0,https://www.epey.com/laptop/dell-xps-17-9710-xps179710cmlh1600p.html
MSI GE75 Raider 10SGS-433TR,27160.0,17.3 İnç,32 GB,Intel Core i7-10875H,69.0,https://www.epey.com/laptop/msi-ge75-raider-10sgs-433tr.html
MSI GE66 Raider 10UG-216TR,27174.32,15.6 İnç,16 GB,Intel Core i7-10870H,69.0,https://www.epey.com/laptop/msi-ge66-raider-10ug-216tr.html
Monster Tulpar T7 V25.1,16739.07,17.3 İnç,16 GB,Intel Core i7-11800H,69.0,https://www.epey.com/laptop/monster-tulpar-t7-v25-1.html
Monster Tulpar T7 V20.4,16489.3,17.3 İnç,16 GB,Intel Core i7-11800H,69.0,https://www.epey.com/laptop/monster-tulpar-t7-v20-4.html
Casper Excalibur G900.1180-BF60X-B,14786.07,15.6 İnç,16 GB,Intel Core i7-11800H,69.0,https://www.epey.com/laptop/casper-excalibur-g900-1180-bf60x-b.html
Lenovo ThinkPad P15 20ST0015TX,42978.0,15.6 İnç,32 GB,Intel Xeon W-10885M,68.0,https://www.epey.com/laptop/lenovo-thinkpad-p15-20st0015tx.html
Gigabyte AERO 15 OLED KC,18749.0,15.6 İnç,16 GB,Intel Core i7-10870H,68.0,https://www.epey.com/laptop/gigabyte-aero-15-oled-kc.html
Asus ROG Zephyrus G14 GA401IV-BR9N6,15893.5,14.0 İnç,32 GB,AMD Ryzen 9 4900HS,68.0,https://www.epey.com/laptop/asus-rog-zephyrus-g14-ga401iv-br9n6.html
Lenovo ThinkPad P1 (3) 20TH0016TX,51362.19,15.6 İnç,32 GB,Intel Core i9-10885H,68.0,https://www.epey.com/laptop/lenovo-thinkpad-p1-3-20th0016tx.html
MSI GS66 Stealth 10UG-076TR,28130.0,15.6 İnç,32 GB,Intel Core i7-10870H,68.0,https://www.epey.com/laptop/msi-gs66-stealth-10ug-076tr.html
Casper Excalibur G900.1180-BV70X-B,16832.07,15.6 İnç,16 GB,Intel Core i7-11800H,68.0,https://www.epey.com/laptop/casper-excalibur-g900-1180-bv70x-b.html
Monster Abra A5 V18.2.2,15697.06,15.6 İnç,16 GB,Intel Core i7-11800H,68.0,https://www.epey.com/laptop/monster-abra-a5-v18-2-2.html
Lenovo ThinkPad P15 20ST000FTX10,37429.05,15.6 İnç,64 GB,Intel Core i7-10850H,68.0,https://www.epey.com/laptop/lenovo-thinkpad-p15-20st000ftx10.html
HP Pavilion Gaming 15-ec2004nt (465G6EA),12796.0,15.6 İnç,16 GB,AMD Ryzen 7 5800H,68.0,https://www.epey.com/laptop/hp-pavilion-gaming-15-ec2004nt-465g6ea.html
Lenovo ThinkPad P17 20SN001MTX,50064.05,17.3 İnç,32 GB,Intel Core i9-10885H,68.0,https://www.epey.com/laptop/lenovo-thinkpad-p17-20sn001mtx.html
Casper Excalibur G900.1180-DF60R-B,18299.0,15.6 İnç,32 GB,Intel Core i7-11800H,68.0,https://www.epey.com/laptop/casper-excalibur-g900-1180-df60r-b.html
Game Garaj Slayer 7-3060,13744.95,15.6 İnç,16 GB,Intel Core i7-11800H,68.0,https://www.epey.com/laptop/game-garaj-slayer-7-3060.html
HP OMEN 15-dh1035nt (133A3EA),25499.0,15.6 İnç,32 GB,Intel Core i7-10750H,68.0,https://www.epey.com/laptop/hp-omen-15-dh1035nt-133a3ea.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
Dell Precision 7550 TKNM7550RKS5M03,41704.05,15.6 İnç,16 GB,Intel Xeon W-10855M,59.0,https://www.epey.com/laptop/dell-precision-7550-tknm7550rks5m03.html
Monster Abra A5 V18.2,12275.07,15.6 İnç,8 GB,Intel Core i7-11800H,59.0,https://www.epey.com/laptop/monster-abra-a5-v18-2.html
Casper Excalibur G770.1140-BFL0X-B,11755.31,15.6 İnç,16 GB,Intel Core i5-11400H,59.0,https://www.epey.com/laptop/casper-excalibur-g770-1140-bfl0x-b.html
Lenovo IdeaPad Gaming 3 81Y400D1TX,12112.68,15.6 İnç,16 GB,Intel Core i7-10750H,59.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400d1tx.html
Monster Abra A7 V13.3,12275.07,17.3 İnç,8 GB,Intel Core i7-11800H,59.0,https://www.epey.com/laptop/monster-abra-a7-v13-3.html
Lenovo Yoga Creator 7 82DS000WTX,15444.0,15.6 İnç,16 GB,Intel Core i7-10750H,59.0,https://www.epey.com/laptop/lenovo-yoga-creator-7-82ds000wtx.html
Lenovo Yoga Creator 7 82DS002LTX,16070.43,15.6 İnç,16 GB,Intel Core i7-10750H,59.0,https://www.epey.com/laptop/lenovo-yoga-creator-7-82ds002ltx.html
Lenovo IdeaPad Gaming 3 81Y400D4TX,12186.52,15.6 İnç,16 GB,Intel Core i7-10750H,59.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400d4tx.html
Monster Abra A7 V11.5,12740.07,17.3 İnç,8 GB,Intel Core i7-11800H,59.0,https://www.epey.com/laptop/monster-abra-a7-v11-5.html
"Lenovo Legion 5 (15.6"") 81Y600NRTX",16561.21,15.6 İnç,16 GB,Intel Core i7-10750H,59.0,https://www.epey.com/laptop/lenovo-legion-5-15-6-81y600nrtx.html
Lenovo ThinkBook 15 (G2) 20VE00FSTX,9939.85,15.6 İnç,16 GB,Intel Core i7-1165G7,59.0,https://www.epey.com/laptop/lenovo-thinkbook-15-g2-20ve00fstx.html
MSI Prestige 15 A11SCX-418TR,16490.0,15.6 İnç,16 GB,Intel Core i7-1185G7,59.0,https://www.epey.com/laptop/msi-prestige-15-a11scx-418tr.html
Lenovo ThinkPad P1 (3) 20TH000CTX,26999.0,15.6 İnç,16 GB,Intel Core i7-10850H,59.0,https://www.epey.com/laptop/lenovo-thinkpad-p1-3-20th000ctx.html
